1599,entity:school:694,regex:卡耐基学院
1601,entity:school:638,regex:Sheffield Business School
1601,entity:school:638,regex:谢菲尔德商学院
1603,entity:school:630,regex:Department of Social Sciences
1603,entity:school:630,regex:社会科学系
1602,entity:school:544,regex:Department of Government
1602,entity:school:544,regex:政府部门
1605,entity:school:577,regex:Department of Social Sciences
1605,entity:school:577,regex:社会科学系
1608,entity:school:656,regex:School of Electrical and Electronic Engineering
1608,entity:school:656,regex:电气与电子工程学院
1606,entity:school:562,regex:Department of Social Sciences
1606,entity:school:562,regex:社会科学系
1609,entity:school:561,regex:School of Electrical and Electronic Engineering
1609,entity:school:561,regex:电气与电子工程学院
1610,entity:school:598,regex:Faculty of Education, Health and Wellbeing
1610,entity:school:598,regex:教育，健康和幸福的教师
1611,entity:school:577,regex:Faculty of Education and Society
1611,entity:school:577,regex:教育与社会学院
1613,entity:school:635,regex:Department of Chemistry
1613,entity:school:635,regex:化学系
1604,entity:school:564,regex:Department of Social Sciences
1604,entity:school:564,regex:社会科学系
1614,entity:school:602,regex:Department of Chemistry
1614,entity:school:602,regex:化学系
1612,entity:school:626,regex:Department of Chemistry
1612,entity:school:626,regex:化学系
1615,entity:school:686,regex:Department of Chemistry
1615,entity:school:686,regex:化学系
1618,entity:school:696,regex:Department of Chemistry
1618,entity:school:696,regex:化学系
1621,entity:school:559,regex:Department of Chemistry
1621,entity:school:559,regex:化学系
1622,entity:school:687,regex:Department of Chemistry
1622,entity:school:687,regex:化学系
1619,entity:school:564,regex:Department of Chemistry
1619,entity:school:564,regex:化学系
1620,entity:school:569,regex:Department of Chemistry
1620,entity:school:569,regex:化学系
1626,entity:school:628,regex:School of Forensic and Investigative Sciences
1626,entity:school:628,regex:法医学与研究科学学院
1624,entity:school:599,regex:School of Philosophy, Psychology and Languages Science
1624,entity:school:599,regex:哲学，心理学与语言科学学院
1627,entity:school:696,regex:Department of History
1627,entity:school:696,regex:历史系
1629,entity:school:559,regex:Department of History
1629,entity:school:559,regex:历史系
1630,entity:school:601,regex:Department of History
1630,entity:school:601,regex:历史系
1631,entity:school:695,regex:Department of History
1631,entity:school:695,regex:历史系
1632,entity:school:667,regex:Department of History
1632,entity:school:667,regex:历史系
1633,entity:school:544,regex:Department of History
1633,entity:school:544,regex:历史系
1628,entity:school:686,regex:Department of History
1628,entity:school:686,regex:历史系
1636,entity:school:626,regex:Department of History
1636,entity:school:626,regex:历史系
1623,entity:school:600,regex:Division of Media, Arts and Performance
1623,entity:school:600,regex:传媒、艺术与表演的科
1635,entity:school:569,regex:Department of History
1635,entity:school:569,regex:历史系
1638,entity:school:681,regex:Institute of Geography and Earth Sciences
1638,entity:school:681,regex:地理与地球科学研究所
1639,entity:school:591,regex:Faculty of Health, Social Care and Education
1639,entity:school:591,regex:卫生、社会保障和教育学院
1641,entity:school:579,regex:School of Engineering and Built Environment
1641,entity:school:579,regex:工程与建筑环境学院
1640,entity:school:540,regex:Faculty of Health, Social Care and Education
1640,entity:school:540,regex:卫生、社会保障和教育学院
1643,entity:school:597,regex:School of Biology
1643,entity:school:597,regex:生物学学院
1644,entity:school:656,regex:School of Biology
1644,entity:school:656,regex:生物学学院
1645,entity:school:623,regex:Department of Theology and Religious Studies
1645,entity:school:623,regex:神学与宗教学系
1646,entity:school:597,regex:Department of Theology and Religious Studies
1646,entity:school:597,regex:神学与宗教学系
1647,entity:school:601,regex:Department of Theology and Religious Studies
1647,entity:school:601,regex:神学与宗教学系
1648,entity:school:609,regex:Department of Theology and Religious Studies
1648,entity:school:609,regex:神学与宗教学系
1649,entity:school:641,regex:Department of Theology and Religious Studies
1649,entity:school:641,regex:神学与宗教学系
1650,entity:school:629,regex:Department of Theology and Religious Studies
1650,entity:school:629,regex:神学与宗教学系
1637,entity:school:623,regex:Department of History
1637,entity:school:623,regex:历史系
1651,entity:school:645,regex:Faculty of Wellbeing and Social Sciences
1651,entity:school:645,regex:福祉和社会科学学院
1642,entity:school:570,regex:School of Biology
1642,entity:school:570,regex:生物学学院
1654,entity:school:610,regex:School of the Environment
1654,entity:school:610,regex:环境学院
1653,entity:school:599,regex:School of Arts, Culture and Environment
1653,entity:school:599,regex:艺术学校，文化与环境
1656,entity:school:669,regex:School of Management
1656,entity:school:669,regex:管理学院
1652,entity:school:656,regex:Newcastle University Business School
1652,entity:school:656,regex:纽卡斯尔大学商学院
1657,entity:school:695,regex:School of Management
1657,entity:school:695,regex:管理学院
1659,entity:school:658,regex:School of Management
1659,entity:school:658,regex:管理学院
1660,entity:school:624,regex:School of Management
1660,entity:school:624,regex:管理学院
1658,entity:school:583,regex:School of Management
1658,entity:school:583,regex:管理学院
1662,entity:school:570,regex:School of Management
1662,entity:school:570,regex:管理学院
1661,entity:school:687,regex:School of Management
1661,entity:school:687,regex:管理学院
1664,entity:school:585,regex:Department of Economics
1664,entity:school:585,regex:经济学系
1666,entity:school:695,regex:Department of Economics
1666,entity:school:695,regex:经济学系
1667,entity:school:544,regex:Department of Economics
1667,entity:school:544,regex:经济学系
1663,entity:school:565,regex:Department of Economics
1663,entity:school:565,regex:经济学系
1655,entity:school:593,regex:School of Management
1655,entity:school:593,regex:管理学院
1668,entity:school:667,regex:Department of Economics
1668,entity:school:667,regex:经济学系
1670,entity:school:547,regex:Department of Economics
1670,entity:school:547,regex:经济学系
1671,entity:school:559,regex:Department of Economics
1671,entity:school:559,regex:经济学系
1665,entity:school:687,regex:Department of Economics
1665,entity:school:687,regex:经济学系
1669,entity:school:686,regex:Department of Economics
1669,entity:school:686,regex:经济学系
1673,entity:school:599,regex:School of Mathematics
1673,entity:school:599,regex:数学学院
1674,entity:school:561,regex:School of Mathematics
1674,entity:school:561,regex:数学学院
1677,entity:school:641,regex:School of Mathematics
1677,entity:school:641,regex:数学学院
1678,entity:school:597,regex:School of Politics and International Relations
1678,entity:school:597,regex:政治学与国际关系学
1679,entity:school:546,regex:School of Politics and International Relations
1679,entity:school:546,regex:政治学与国际关系学
1680,entity:school:555,regex:Birmingham School of Media
1680,entity:school:555,regex:伯明翰学院平均
1681,entity:school:584,regex:School of the Humanities and Social Sciences
1681,entity:school:584,regex:人文社会科学学院
1676,entity:school:582,regex:School of Mathematics
1676,entity:school:582,regex:数学学院
1683,entity:school:631,regex:Faculty of Arts, Business and Science
1683,entity:school:631,regex:艺术，商业和科学学院
1684,entity:school:615,regex:Faculty of Engineering and Environment
1684,entity:school:615,regex:工程与环境学院
1682,entity:school:582,regex:Birmingham Business School
1682,entity:school:582,regex:伯明翰商学院
1686,entity:school:562,regex:School of Architecture
1686,entity:school:562,regex:建筑学院
1675,entity:school:550,regex:School of Mathematics
1675,entity:school:550,regex:数学学院
1688,entity:school:583,regex:Winchester School of Art
1688,entity:school:583,regex:温彻斯特艺术学院
1690,entity:school:608,regex:School of Science and Technology
1690,entity:school:608,regex:科学技术学院
1689,entity:school:572,regex:Education Faculty
1689,entity:school:572,regex:教育学院
1685,entity:school:559,regex:School of Architecture
1685,entity:school:559,regex:建筑学院
1692,entity:school:682,regex:School of Science and Technology
1692,entity:school:682,regex:科学技术学院
1691,entity:school:666,regex:School of Science and Technology
1691,entity:school:666,regex:科学技术学院
1693,entity:school:597,regex:Nottingham University Business School
1693,entity:school:597,regex:诺丁汉大学商学院
1695,entity:school:625,regex:School of Engineering
1695,entity:school:625,regex:工程学院
1694,entity:school:658,regex:School of Engineering
1694,entity:school:658,regex:工程学院
1696,entity:school:620,regex:School of Engineering
1696,entity:school:620,regex:工程学院
1698,entity:school:642,regex:School of Engineering
1698,entity:school:642,regex:工程学院
1687,entity:school:635,regex:School of Architecture
1687,entity:school:635,regex:建筑学院
1699,entity:school:653,regex:School of Engineering
1699,entity:school:653,regex:工程学院
1702,entity:school:626,regex:School of Engineering
1702,entity:school:626,regex:工程学院
1701,entity:school:649,regex:School of Engineering
1701,entity:school:649,regex:工程学院
1705,entity:school:679,regex:School of Business and Law
1705,entity:school:679,regex:商学院法学院
1700,entity:school:554,regex:School of Engineering
1700,entity:school:554,regex:工程学院
1706,entity:school:671,regex:Politics and International Relations
1706,entity:school:671,regex:政治与国际关系
1708,entity:school:546,regex:School of Mathematics, Statistics and Actuarial Science
1708,entity:school:546,regex:数学、统计及精算学学院
1709,entity:school:658,regex:Defence and Security
1709,entity:school:658,regex:国防与安全
1710,entity:school:589,regex:The Business School
1710,entity:school:589,regex:商学院
1712,entity:school:634,regex:The Business School
1712,entity:school:634,regex:商学院
1711,entity:school:627,regex:The Business School
1711,entity:school:627,regex:商学院
1714,entity:school:628,regex:School of Health
1714,entity:school:628,regex:健康学校
1715,entity:school:639,regex:School of Health
1715,entity:school:639,regex:健康学校
1716,entity:school:603,regex:BPP Law School
1716,entity:school:603,regex:BPP法学院
1717,entity:school:602,regex:Department of Civil and Environmental Engineering
1717,entity:school:602,regex:土木与环境工程系
1707,entity:school:625,regex:Politics and International Relations
1707,entity:school:625,regex:政治与国际关系
1720,entity:school:546,regex:School of Biosciences
1720,entity:school:546,regex:生物科学学院
1721,entity:school:582,regex:School of Biosciences
1721,entity:school:582,regex:生物科学学院
